date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:11	59237/59237	---M-Z	200	added ('OK')	text/html	etag:%226460e99-e765-5c3c32aaaf05c-gzip%22	https://creativelayers.net/themes/techno-html/order-tracking.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/order-tracking.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:12	61407/61407	---M-Z	200	added ('OK')	text/html	etag:%226460ea8-efdf-5c3c32aeb169b-gzip%22	https://creativelayers.net/themes/techno-html/wishlist.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/wishlist.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:12	61977/61977	---M-Z	200	added ('OK')	text/html	etag:%226460e9a-f219-5c3c32aac963e-gzip%22	https://creativelayers.net/themes/techno-html/shop-cart.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-cart.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:12	59633/59633	---M-Z	200	added ('OK')	text/html	etag:%226460e98-e8f1-5c3c32aa5200b-gzip%22	https://creativelayers.net/themes/techno-html/my-account.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/my-account.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:13	66997/66997	---M-Z	200	added ('OK')	text/html	etag:%226460e9b-105b5-5c3c32ab285cf-gzip%22	https://creativelayers.net/themes/techno-html/shop-checkout.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-checkout.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:13	1590/1590	---M--	200	added ('OK')	image/png	etag:%226460f97-636-5c3c32ec0e43e%22	https://creativelayers.net/themes/techno-html/images/logos/logo.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/logos/logo.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:13	478/478	---M--	200	added ('OK')	image/png	etag:%226460f7d-1de-5c3c32e64c1c5%22	https://creativelayers.net/themes/techno-html/images/icons/search.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/search.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:14	3191/3191	---M--	200	added ('OK')	image/jpeg	etag:%22646103a-c77-5c3c331a56ec3%22	https://creativelayers.net/themes/techno-html/images/product/other/s05.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/s05.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:14	2903/2903	---M--	200	added ('OK')	image/jpeg	etag:%22646103b-b57-5c3c331a64d6c%22	https://creativelayers.net/themes/techno-html/images/product/other/s06.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/s06.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:14	3808/3808	---M--	200	added ('OK')	image/jpeg	etag:%226461025-ee0-5c3c3315e5ef1%22	https://creativelayers.net/themes/techno-html/images/product/other/14.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/14.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:15	4058/4058	---M--	200	added ('OK')	image/jpeg	etag:%226461017-fda-5c3c33130bb15%22	https://creativelayers.net/themes/techno-html/images/product/other/02.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/02.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:15	5212/5212	---M--	200	added ('OK')	image/jpeg	etag:%22646102e-145c-5c3c3317ea8c1%22	https://creativelayers.net/themes/techno-html/images/product/other/l01.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/l01.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:15	3534/3534	---M--	200	added ('OK')	image/jpeg	etag:%22646103d-dce-5c3c331acd93e%22	https://creativelayers.net/themes/techno-html/images/product/other/s08.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/s08.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:15	60236/60236	---M-Z	200	added ('OK')	text/html	etag:%226460e89-eb4c-5c3c32a5daaa9-gzip%22	https://creativelayers.net/themes/techno-html/compare.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/compare.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:16	358/358	---M--	200	added ('OK')	image/png	etag:%226460f6b-166-5c3c32e2a7b77%22	https://creativelayers.net/themes/techno-html/images/icons/compare.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/compare.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:16	413/413	---M--	200	added ('OK')	image/png	etag:%226460f81-19d-5c3c32e717f90%22	https://creativelayers.net/themes/techno-html/images/icons/wishlist.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/wishlist.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:16	416/416	---M--	200	added ('OK')	image/png	etag:%226460f69-1a0-5c3c32e23a955%22	https://creativelayers.net/themes/techno-html/images/icons/cart.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/cart.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:17	1041/1041	---M--	200	added ('OK')	image/jpeg	etag:%22646102c-411-5c3c331784018%22	https://creativelayers.net/themes/techno-html/images/product/other/img-cart-1.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/img-cart-1.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:17	1223/1223	---M--	200	added ('OK')	image/jpeg	etag:%22646102d-4c7-5c3c3317899f0%22	https://creativelayers.net/themes/techno-html/images/product/other/img-cart-2.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/img-cart-2.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:17	157/157	---M--	200	added ('OK')	image/png	etag:%226460fed-9d-5c3c3308caa22%22	https://creativelayers.net/themes/techno-html/images/icons/menu/01.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/01.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:18	3083/3083	---M--	200	added ('OK')	image/png	etag:%226460f42-c0b-5c3c32d8f4fe8%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/menu-01.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/menu-01.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:18	3282/3282	---M--	200	added ('OK')	image/png	etag:%226460f43-cd2-5c3c32d901b09%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/menu-02.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/menu-02.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:18	5090/5090	---M--	200	added ('OK')	image/png	etag:%226460f44-13e2-5c3c32d95c832%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/menu-03.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/menu-03.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:18	193/193	---M--	200	added ('OK')	image/png	etag:%226460fec-c1-5c3c3308c9e69%22	https://creativelayers.net/themes/techno-html/images/icons/menu/02.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/02.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:19	301/301	---M--	200	added ('OK')	image/png	etag:%226460fee-12d-5c3c33092fb5b%22	https://creativelayers.net/themes/techno-html/images/icons/menu/03.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/03.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:19	633/633	---M--	200	added ('OK')	image/png	etag:%226460fef-279-5c3c330930ee3%22	https://creativelayers.net/themes/techno-html/images/icons/menu/04.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/04.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:19	150/150	---M--	200	added ('OK')	image/png	etag:%226460ff0-96-5c3c3309940dc%22	https://creativelayers.net/themes/techno-html/images/icons/menu/05.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/05.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:20	336/336	---M--	200	added ('OK')	image/png	etag:%226460ff1-150-5c3c3309996cd%22	https://creativelayers.net/themes/techno-html/images/icons/menu/06.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/06.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:20	668/668	---M--	200	added ('OK')	image/png	etag:%226460ff2-29c-5c3c3309f7e8d%22	https://creativelayers.net/themes/techno-html/images/icons/menu/07.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/07.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:20	271/271	---M--	200	added ('OK')	image/png	etag:%226460ff3-10f-5c3c330a01ace%22	https://creativelayers.net/themes/techno-html/images/icons/menu/08.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/08.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:21	360/360	---M--	200	added ('OK')	image/png	etag:%226460ff4-168-5c3c330a65498%22	https://creativelayers.net/themes/techno-html/images/icons/menu/09.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/09.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:21	335/335	---M--	200	added ('OK')	image/png	etag:%226460ff5-14f-5c3c330a70c31%22	https://creativelayers.net/themes/techno-html/images/icons/menu/10.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/menu/10.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:22	227231/227231	---M-Z	200	added ('OK')	text/html	etag:%226460e8f-3779f-5c3c32a764b7e-gzip%22	https://creativelayers.net/themes/techno-html/index-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:23	134585/134585	---M-Z	200	added ('OK')	text/html	etag:%226460e90-20db9-5c3c32a801374-gzip%22	https://creativelayers.net/themes/techno-html/index-v3.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v3.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:23	136996/136996	---M-Z	200	added ('OK')	text/html	etag:%226460e91-21724-5c3c32a7f4083-gzip%22	https://creativelayers.net/themes/techno-html/index-v4.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v4.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:23	250163/250163	---M-Z	200	added ('OK')	text/html	etag:%226460e92-3d133-5c3c32a893372-gzip%22	https://creativelayers.net/themes/techno-html/index-v5.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v5.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:24	308022/308022	---M-Z	200	added ('OK')	text/html	etag:%226460e93-4b336-5c3c32a8b332d-gzip%22	https://creativelayers.net/themes/techno-html/index-v6.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v6.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:24	237756/237756	---M-Z	200	added ('OK')	text/html	etag:%226460e94-3a0bc-5c3c32a9339e9-gzip%22	https://creativelayers.net/themes/techno-html/index-v7.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v7.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:24	235678/235678	---M-Z	200	added ('OK')	text/html	etag:%226460e95-3989e-5c3c32a958f94-gzip%22	https://creativelayers.net/themes/techno-html/index-v8.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v8.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:25	235659/235659	---M-Z	200	added ('OK')	text/html	etag:%226460e96-3988b-5c3c32a9dadc0-gzip%22	https://creativelayers.net/themes/techno-html/index-v9.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v9.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:25	191164/191164	---M-Z	200	added ('OK')	text/html	etag:%226460e8e-2eabc-5c3c32a766abe-gzip%22	https://creativelayers.net/themes/techno-html/index-v10.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/index-v10.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:25	121295/121295	---M-Z	200	added ('OK')	text/html	etag:%226460ea0-1d9cf-5c3c32ac932a1-gzip%22	https://creativelayers.net/themes/techno-html/shop.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:26	108148/108148	---M-Z	200	added ('OK')	text/html	etag:%226460e9c-1a674-5c3c32ab58374-gzip%22	https://creativelayers.net/themes/techno-html/shop-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:26	123210/123210	---M-Z	200	added ('OK')	text/html	etag:%226460e9d-1e14a-5c3c32abaee34-gzip%22	https://creativelayers.net/themes/techno-html/shop-v3.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-v3.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:26	97304/97304	---M-Z	200	added ('OK')	text/html	etag:%226460e9e-17c18-5c3c32abfb4e3-gzip%22	https://creativelayers.net/themes/techno-html/shop-v4.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-v4.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:26	84494/84494	---M-Z	200	added ('OK')	text/html	etag:%226460e9f-14a0e-5c3c32ac2cddf-gzip%22	https://creativelayers.net/themes/techno-html/shop-v5.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/shop-v5.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:27	10936/10936	---M--	200	added ('OK')	image/png	etag:%226460f46-2ab8-5c3c32d9d2ec5%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/submenu-01.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/submenu-01.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:27	31158/31158	---M--	200	added ('OK')	image/png	etag:%226460f47-79b6-5c3c32d9f9410%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/submenu-02.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/submenu-02.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:27	74669/74669	---M-Z	200	added ('OK')	text/html	etag:%226460e7f-123ad-5c3c32a356da5-gzip%22	https://creativelayers.net/themes/techno-html/about.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/about.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:28	57103/57103	---M-Z	200	added ('OK')	text/html	etag:%226460e7e-df0f-5c3c32a35cf4e-gzip%22	https://creativelayers.net/themes/techno-html/404.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/404.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:28	64384/64384	---M-Z	200	added ('OK')	text/html	etag:%226460e86-fb80-5c3c32a54a21c-gzip%22	https://creativelayers.net/themes/techno-html/brands.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/brands.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:28	66578/66578	---M-Z	200	added ('OK')	text/html	etag:%226460e88-10412-5c3c32a5c666f-gzip%22	https://creativelayers.net/themes/techno-html/categories.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/categories.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:29	69891/69891	---M-Z	200	added ('OK')	text/html	etag:%226460e87-11103-5c3c32a560d66-gzip%22	https://creativelayers.net/themes/techno-html/categories-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/categories-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:29	68386/68386	---M-Z	200	added ('OK')	text/html	etag:%226460e8c-10b22-5c3c32a6b2fad-gzip%22	https://creativelayers.net/themes/techno-html/element.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/element.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:30	58212/58212	---M-Z	200	added ('OK')	text/html	etag:%226460ea7-e364-5c3c32ae3ac20-gzip%22	https://creativelayers.net/themes/techno-html/term-condition.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/term-condition.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:30	93349/93349	---M-Z	200	added ('OK')	text/html	etag:%226460ea5-16ca5-5c3c32adc6c9e-gzip%22	https://creativelayers.net/themes/techno-html/single-product.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/single-product.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:31	93127/93127	---M-Z	200	added ('OK')	text/html	etag:%226460ea1-16bc7-5c3c32acb3e14-gzip%22	https://creativelayers.net/themes/techno-html/single-product-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/single-product-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:31	94786/94786	---M-Z	200	added ('OK')	text/html	etag:%226460ea2-17242-5c3c32ad223be-gzip%22	https://creativelayers.net/themes/techno-html/single-product-v3.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/single-product-v3.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:31	93103/93103	---M-Z	200	added ('OK')	text/html	etag:%226460ea3-16baf-5c3c32ad396d8-gzip%22	https://creativelayers.net/themes/techno-html/single-product-v4.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/single-product-v4.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:31	100727/100727	---M-Z	200	added ('OK')	text/html	etag:%226460ea4-18977-5c3c32adab71b-gzip%22	https://creativelayers.net/themes/techno-html/single-product-v5.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/single-product-v5.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:31	66527/66527	---M-Z	200	added ('OK')	text/html	etag:%226460e85-103df-5c3c32a4dacd1-gzip%22	https://creativelayers.net/themes/techno-html/blog.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:32	65378/65378	---M-Z	200	added ('OK')	text/html	etag:%226460e81-ff62-5c3c32a3eb4b3-gzip%22	https://creativelayers.net/themes/techno-html/blog-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:32	68479/68479	---M-Z	200	added ('OK')	text/html	etag:%226460e82-10b7f-5c3c32a4469ac-gzip%22	https://creativelayers.net/themes/techno-html/blog-v3.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog-v3.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:33	68416/68416	---M-Z	200	added ('OK')	text/html	etag:%226460e83-10b40-5c3c32a4603d6-gzip%22	https://creativelayers.net/themes/techno-html/blog-v4.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog-v4.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:33	62815/62815	---M-Z	200	added ('OK')	text/html	etag:%226460e84-f55f-5c3c32a4c31e7-gzip%22	https://creativelayers.net/themes/techno-html/blog-v5.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog-v5.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:33	72040/72040	---M-Z	200	added ('OK')	text/html	etag:%226460e80-11968-5c3c32a3d0319-gzip%22	https://creativelayers.net/themes/techno-html/blog-single.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/blog-single.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:34	61879/61879	---M-Z	200	added ('OK')	text/html	etag:%226460e8b-f1b7-5c3c32a64ee14-gzip%22	https://creativelayers.net/themes/techno-html/contact.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/contact.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:34	60295/60295	---M-Z	200	added ('OK')	text/html	etag:%226460e8a-eb87-5c3c32a63c14a-gzip%22	https://creativelayers.net/themes/techno-html/contact-v2.html	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/contact-v2.html	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:36	392724/392724	---M--	200	added ('OK')	image/png	etag:%226460f9b-5fe14-5c3c32ede43f2%22	https://creativelayers.net/themes/techno-html/images/slider/03.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/slider/03.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:36	76999/76999	---M--	200	added ('OK')	image/png	etag:%226460f99-12cc7-5c3c32ed06515%22	https://creativelayers.net/themes/techno-html/images/slider/01.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/slider/01.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:36	13207/13207	---M--	200	added ('OK')	image/jpeg	etag:%226460f32-3397-5c3c32d5bbc7c%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/home-01.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/home-01.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:37	7915/7915	---M--	200	added ('OK')	image/jpeg	etag:%226460f36-1eeb-5c3c32d68a927%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/home-05.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/home-05.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:37	15247/15247	---M--	200	added ('OK')	image/jpeg	etag:%226460f35-3b8f-5c3c32d62d4ee%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/home-04.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/home-04.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:38	15904/15904	---M--	200	added ('OK')	image/jpeg	etag:%226460f34-3e20-5c3c32d6230dd%22	https://creativelayers.net/themes/techno-html/images/banner_boxes/home-03.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/banner_boxes/home-03.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:38	9795/9795	---M--	200	added ('OK')	image/jpeg	etag:%226461015-2643-5c3c3312b061d%22	https://creativelayers.net/themes/techno-html/images/product/other/01.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/01.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:38	419/419	---M--	200	added ('OK')	image/png	etag:%226460f5f-1a3-5c3c32e03cce5%22	https://creativelayers.net/themes/techno-html/images/icons/add-cart.png	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/icons/add-cart.png	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:38	6947/6947	---M--	200	added ('OK')	image/jpeg	etag:%22646101c-1b23-5c3c3314548ec%22	https://creativelayers.net/themes/techno-html/images/product/other/05.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/05.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:39	6285/6285	---M--	200	added ('OK')	image/jpeg	etag:%22646101d-188d-5c3c3314481b3%22	https://creativelayers.net/themes/techno-html/images/product/other/06.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/06.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:39	5210/5210	---M--	200	added ('OK')	image/jpeg	etag:%226461019-145a-5c3c33137335f%22	https://creativelayers.net/themes/techno-html/images/product/other/03.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/03.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:39	8142/8142	---M--	200	added ('OK')	image/jpeg	etag:%22646101e-1fce-5c3c3314be45e%22	https://creativelayers.net/themes/techno-html/images/product/other/07.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/07.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
17:41:39	6433/6433	---M--	200	added ('OK')	image/jpeg	etag:%22646101b-1921-5c3c3313ed872%22	https://creativelayers.net/themes/techno-html/images/product/other/04.jpg	D:/WinHTTrack/duan1/creativelayers.net/themes/techno-html/images/product/other/04.jpg	(from https://creativelayers.net/themes/techno-html/index.html)
